case_id,answer_model,evaluator_group,evaluator_id,criterion_kind,criterion_id,criterion_instance,criterion_type,weight,score,notes
OF-2025-004,Deepseek,automated,auto_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-004,Deepseek,automated,auto_03,binary,S-01,B02:S-01,safety,5,,
OF-2025-004,Deepseek,automated,auto_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-004,Deepseek,automated,auto_03,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-004,Deepseek,expert,expert_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-004,Deepseek,expert,expert_01,binary,S-01,B02:S-01,safety,5,,
OF-2025-004,Deepseek,expert,expert_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-004,Deepseek,expert,expert_01,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-004,Deepseek,expert,expert_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-004,Deepseek,expert,expert_02,binary,S-01,B02:S-01,safety,5,,
OF-2025-004,Deepseek,expert,expert_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-004,Deepseek,expert,expert_02,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-004,Deepseek,expert,expert_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-004,Deepseek,expert,expert_03,binary,S-01,B02:S-01,safety,5,,
OF-2025-004,Deepseek,expert,expert_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-004,Deepseek,expert,expert_03,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-004,Qwen,automated,auto_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-004,Qwen,automated,auto_01,binary,S-01,B02:S-01,safety,5,,
OF-2025-004,Qwen,automated,auto_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-004,Qwen,automated,auto_01,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-004,Qwen,automated,auto_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-004,Qwen,automated,auto_02,binary,S-01,B02:S-01,safety,5,,
OF-2025-004,Qwen,automated,auto_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-004,Qwen,automated,auto_02,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-004,Qwen,automated,auto_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-004,Qwen,automated,auto_03,binary,S-01,B02:S-01,safety,5,,
OF-2025-004,Qwen,automated,auto_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-004,Qwen,automated,auto_03,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-004,Qwen,expert,expert_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-004,Qwen,expert,expert_01,binary,S-01,B02:S-01,safety,5,,
OF-2025-004,Qwen,expert,expert_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-004,Qwen,expert,expert_01,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-004,Qwen,expert,expert_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-004,Qwen,expert,expert_02,binary,S-01,B02:S-01,safety,5,,
OF-2025-004,Qwen,expert,expert_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-004,Qwen,expert,expert_02,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-004,Qwen,expert,expert_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-004,Qwen,expert,expert_03,binary,S-01,B02:S-01,safety,5,,
OF-2025-004,Qwen,expert,expert_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-004,Qwen,expert,expert_03,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-005,OncoFert-LLM,automated,auto_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-005,OncoFert-LLM,automated,auto_01,binary,E-13,B02:E-13,effectiveness,3,,
OF-2025-005,OncoFert-LLM,automated,auto_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-005,OncoFert-LLM,automated,auto_01,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-005,OncoFert-LLM,automated,auto_01,graded,E-09,G03:E-09,effectiveness,2,,
OF-2025-005,OncoFert-LLM,automated,auto_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-005,OncoFert-LLM,automated,auto_02,binary,E-13,B02:E-13,effectiveness,3,,
OF-2025-005,OncoFert-LLM,automated,auto_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-005,OncoFert-LLM,automated,auto_02,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-005,OncoFert-LLM,automated,auto_02,graded,E-09,G03:E-09,effectiveness,2,,
OF-2025-005,OncoFert-LLM,automated,auto_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-005,OncoFert-LLM,automated,auto_03,binary,E-13,B02:E-13,effectiveness,3,,
OF-2025-005,OncoFert-LLM,automated,auto_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-005,OncoFert-LLM,automated,auto_03,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-005,OncoFert-LLM,automated,auto_03,graded,E-09,G03:E-09,effectiveness,2,,
OF-2025-005,OncoFert-LLM,expert,expert_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-005,OncoFert-LLM,expert,expert_01,binary,E-13,B02:E-13,effectiveness,3,,
OF-2025-005,OncoFert-LLM,expert,expert_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-005,OncoFert-LLM,expert,expert_01,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-005,OncoFert-LLM,expert,expert_01,graded,E-09,G03:E-09,effectiveness,2,,
OF-2025-005,OncoFert-LLM,expert,expert_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-005,OncoFert-LLM,expert,expert_02,binary,E-13,B02:E-13,effectiveness,3,,
OF-2025-005,OncoFert-LLM,expert,expert_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-005,OncoFert-LLM,expert,expert_02,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-005,OncoFert-LLM,expert,expert_02,graded,E-09,G03:E-09,effectiveness,2,,
OF-2025-005,OncoFert-LLM,expert,expert_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-005,OncoFert-LLM,expert,expert_03,binary,E-13,B02:E-13,effectiveness,3,,
OF-2025-005,OncoFert-LLM,expert,expert_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-005,OncoFert-LLM,expert,expert_03,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-005,OncoFert-LLM,expert,expert_03,graded,E-09,G03:E-09,effectiveness,2,,
OF-2025-005,Deepseek,automated,auto_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-005,Deepseek,automated,auto_01,binary,E-13,B02:E-13,effectiveness,3,,
OF-2025-005,Deepseek,automated,auto_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-005,Deepseek,automated,auto_01,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-005,Deepseek,automated,auto_01,graded,E-09,G03:E-09,effectiveness,2,,
OF-2025-005,Deepseek,automated,auto_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-005,Deepseek,automated,auto_02,binary,E-13,B02:E-13,effectiveness,3,,
OF-2025-005,Deepseek,automated,auto_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-005,Deepseek,automated,auto_02,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-005,Deepseek,automated,auto_02,graded,E-09,G03:E-09,effectiveness,2,,
OF-2025-005,Deepseek,automated,auto_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-005,Deepseek,automated,auto_03,binary,E-13,B02:E-13,effectiveness,3,,
OF-2025-005,Deepseek,automated,auto_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-005,Deepseek,automated,auto_03,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-005,Deepseek,automated,auto_03,graded,E-09,G03:E-09,effectiveness,2,,
OF-2025-005,Deepseek,expert,expert_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-005,Deepseek,expert,expert_01,binary,E-13,B02:E-13,effectiveness,3,,
OF-2025-005,Deepseek,expert,expert_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-005,Deepseek,expert,expert_01,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-005,Deepseek,expert,expert_01,graded,E-09,G03:E-09,effectiveness,2,,
OF-2025-005,Deepseek,expert,expert_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-005,Deepseek,expert,expert_02,binary,E-13,B02:E-13,effectiveness,3,,
OF-2025-005,Deepseek,expert,expert_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-005,Deepseek,expert,expert_02,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-005,Deepseek,expert,expert_02,graded,E-09,G03:E-09,effectiveness,2,,
OF-2025-005,Deepseek,expert,expert_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-005,Deepseek,expert,expert_03,binary,E-13,B02:E-13,effectiveness,3,,
OF-2025-005,Deepseek,expert,expert_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-005,Deepseek,expert,expert_03,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-005,Deepseek,expert,expert_03,graded,E-09,G03:E-09,effectiveness,2,,
OF-2025-005,Qwen,automated,auto_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-005,Qwen,automated,auto_01,binary,E-13,B02:E-13,effectiveness,3,,
OF-2025-005,Qwen,automated,auto_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-005,Qwen,automated,auto_01,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-005,Qwen,automated,auto_01,graded,E-09,G03:E-09,effectiveness,2,,
OF-2025-005,Qwen,automated,auto_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-005,Qwen,automated,auto_02,binary,E-13,B02:E-13,effectiveness,3,,
OF-2025-005,Qwen,automated,auto_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-005,Qwen,automated,auto_02,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-005,Qwen,automated,auto_02,graded,E-09,G03:E-09,effectiveness,2,,
OF-2025-005,Qwen,automated,auto_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-005,Qwen,automated,auto_03,binary,E-13,B02:E-13,effectiveness,3,,
OF-2025-005,Qwen,automated,auto_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-005,Qwen,automated,auto_03,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-005,Qwen,automated,auto_03,graded,E-09,G03:E-09,effectiveness,2,,
OF-2025-005,Qwen,expert,expert_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-005,Qwen,expert,expert_01,binary,E-13,B02:E-13,effectiveness,3,,
OF-2025-005,Qwen,expert,expert_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-005,Qwen,expert,expert_01,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-005,Qwen,expert,expert_01,graded,E-09,G03:E-09,effectiveness,2,,
OF-2025-005,Qwen,expert,expert_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-005,Qwen,expert,expert_02,binary,E-13,B02:E-13,effectiveness,3,,
OF-2025-005,Qwen,expert,expert_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-005,Qwen,expert,expert_02,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-005,Qwen,expert,expert_02,graded,E-09,G03:E-09,effectiveness,2,,
OF-2025-005,Qwen,expert,expert_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-005,Qwen,expert,expert_03,binary,E-13,B02:E-13,effectiveness,3,,
OF-2025-005,Qwen,expert,expert_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-005,Qwen,expert,expert_03,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-005,Qwen,expert,expert_03,graded,E-09,G03:E-09,effectiveness,2,,
OF-2025-006,OncoFert-LLM,automated,auto_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-006,OncoFert-LLM,automated,auto_01,binary,S-01,B02:S-01,safety,5,,
OF-2025-006,OncoFert-LLM,automated,auto_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-006,OncoFert-LLM,automated,auto_01,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-006,OncoFert-LLM,automated,auto_01,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-006,OncoFert-LLM,automated,auto_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-006,OncoFert-LLM,automated,auto_02,binary,S-01,B02:S-01,safety,5,,
OF-2025-006,OncoFert-LLM,automated,auto_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-006,OncoFert-LLM,automated,auto_02,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-006,OncoFert-LLM,automated,auto_02,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-006,OncoFert-LLM,automated,auto_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-006,OncoFert-LLM,automated,auto_03,binary,S-01,B02:S-01,safety,5,,
OF-2025-006,OncoFert-LLM,automated,auto_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-006,OncoFert-LLM,automated,auto_03,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-006,OncoFert-LLM,automated,auto_03,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-006,OncoFert-LLM,expert,expert_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-006,OncoFert-LLM,expert,expert_01,binary,S-01,B02:S-01,safety,5,,
OF-2025-006,OncoFert-LLM,expert,expert_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-006,OncoFert-LLM,expert,expert_01,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-006,OncoFert-LLM,expert,expert_01,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-006,OncoFert-LLM,expert,expert_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-006,OncoFert-LLM,expert,expert_02,binary,S-01,B02:S-01,safety,5,,
OF-2025-006,OncoFert-LLM,expert,expert_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-006,OncoFert-LLM,expert,expert_02,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-006,OncoFert-LLM,expert,expert_02,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-006,OncoFert-LLM,expert,expert_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-006,OncoFert-LLM,expert,expert_03,binary,S-01,B02:S-01,safety,5,,
OF-2025-006,OncoFert-LLM,expert,expert_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-006,OncoFert-LLM,expert,expert_03,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-006,OncoFert-LLM,expert,expert_03,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-006,Deepseek,automated,auto_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-006,Deepseek,automated,auto_01,binary,S-01,B02:S-01,safety,5,,
OF-2025-006,Deepseek,automated,auto_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-006,Deepseek,automated,auto_01,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-006,Deepseek,automated,auto_01,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-006,Deepseek,automated,auto_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-006,Deepseek,automated,auto_02,binary,S-01,B02:S-01,safety,5,,
OF-2025-006,Deepseek,automated,auto_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-006,Deepseek,automated,auto_02,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-006,Deepseek,automated,auto_02,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-006,Deepseek,automated,auto_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-006,Deepseek,automated,auto_03,binary,S-01,B02:S-01,safety,5,,
OF-2025-006,Deepseek,automated,auto_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-006,Deepseek,automated,auto_03,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-006,Deepseek,automated,auto_03,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-006,Deepseek,expert,expert_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-006,Deepseek,expert,expert_01,binary,S-01,B02:S-01,safety,5,,
OF-2025-006,Deepseek,expert,expert_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-006,Deepseek,expert,expert_01,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-006,Deepseek,expert,expert_01,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-006,Deepseek,expert,expert_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-006,Deepseek,expert,expert_02,binary,S-01,B02:S-01,safety,5,,
OF-2025-006,Deepseek,expert,expert_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-006,Deepseek,expert,expert_02,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-006,Deepseek,expert,expert_02,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-006,Deepseek,expert,expert_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-006,Deepseek,expert,expert_03,binary,S-01,B02:S-01,safety,5,,
OF-2025-006,Deepseek,expert,expert_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-006,Deepseek,expert,expert_03,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-006,Deepseek,expert,expert_03,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-006,Qwen,automated,auto_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-006,Qwen,automated,auto_01,binary,S-01,B02:S-01,safety,5,,
OF-2025-006,Qwen,automated,auto_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-006,Qwen,automated,auto_01,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-006,Qwen,automated,auto_01,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-006,Qwen,automated,auto_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-006,Qwen,automated,auto_02,binary,S-01,B02:S-01,safety,5,,
OF-2025-006,Qwen,automated,auto_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-006,Qwen,automated,auto_02,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-006,Qwen,automated,auto_02,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-006,Qwen,automated,auto_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-006,Qwen,automated,auto_03,binary,S-01,B02:S-01,safety,5,,
OF-2025-006,Qwen,automated,auto_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-006,Qwen,automated,auto_03,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-006,Qwen,automated,auto_03,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-006,Qwen,expert,expert_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-006,Qwen,expert,expert_01,binary,S-01,B02:S-01,safety,5,,
OF-2025-006,Qwen,expert,expert_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-006,Qwen,expert,expert_01,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-006,Qwen,expert,expert_01,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-006,Qwen,expert,expert_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-006,Qwen,expert,expert_02,binary,S-01,B02:S-01,safety,5,,
OF-2025-006,Qwen,expert,expert_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-006,Qwen,expert,expert_02,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-006,Qwen,expert,expert_02,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-006,Qwen,expert,expert_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-006,Qwen,expert,expert_03,binary,S-01,B02:S-01,safety,5,,
OF-2025-006,Qwen,expert,expert_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-006,Qwen,expert,expert_03,graded,E-08,G02:E-08,effectiveness,3,,
OF-2025-006,Qwen,expert,expert_03,graded,E-07,G03:E-07,effectiveness,3,,
OF-2025-007,OncoFert-LLM,automated,auto_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-007,OncoFert-LLM,automated,auto_01,binary,S-01,B02:S-01,safety,5,,
OF-2025-007,OncoFert-LLM,automated,auto_01,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-007,OncoFert-LLM,automated,auto_01,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-007,OncoFert-LLM,automated,auto_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-007,OncoFert-LLM,automated,auto_02,binary,S-01,B02:S-01,safety,5,,
OF-2025-007,OncoFert-LLM,automated,auto_02,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-007,OncoFert-LLM,automated,auto_02,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-007,OncoFert-LLM,automated,auto_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-007,OncoFert-LLM,automated,auto_03,binary,S-01,B02:S-01,safety,5,,
OF-2025-007,OncoFert-LLM,automated,auto_03,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-007,OncoFert-LLM,automated,auto_03,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-007,OncoFert-LLM,expert,expert_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-007,OncoFert-LLM,expert,expert_01,binary,S-01,B02:S-01,safety,5,,
OF-2025-007,OncoFert-LLM,expert,expert_01,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-007,OncoFert-LLM,expert,expert_01,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-007,OncoFert-LLM,expert,expert_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-007,OncoFert-LLM,expert,expert_02,binary,S-01,B02:S-01,safety,5,,
OF-2025-007,OncoFert-LLM,expert,expert_02,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-007,OncoFert-LLM,expert,expert_02,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-007,OncoFert-LLM,expert,expert_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-007,OncoFert-LLM,expert,expert_03,binary,S-01,B02:S-01,safety,5,,
OF-2025-007,OncoFert-LLM,expert,expert_03,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-007,OncoFert-LLM,expert,expert_03,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-007,Deepseek,automated,auto_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-007,Deepseek,automated,auto_01,binary,S-01,B02:S-01,safety,5,,
OF-2025-007,Deepseek,automated,auto_01,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-007,Deepseek,automated,auto_01,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-007,Deepseek,automated,auto_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-007,Deepseek,automated,auto_02,binary,S-01,B02:S-01,safety,5,,
OF-2025-007,Deepseek,automated,auto_02,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-007,Deepseek,automated,auto_02,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-007,Deepseek,automated,auto_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-007,Deepseek,automated,auto_03,binary,S-01,B02:S-01,safety,5,,
OF-2025-007,Deepseek,automated,auto_03,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-007,Deepseek,automated,auto_03,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-007,Deepseek,expert,expert_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-007,Deepseek,expert,expert_01,binary,S-01,B02:S-01,safety,5,,
OF-2025-007,Deepseek,expert,expert_01,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-007,Deepseek,expert,expert_01,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-007,Deepseek,expert,expert_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-007,Deepseek,expert,expert_02,binary,S-01,B02:S-01,safety,5,,
OF-2025-007,Deepseek,expert,expert_02,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-007,Deepseek,expert,expert_02,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-007,Deepseek,expert,expert_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-007,Deepseek,expert,expert_03,binary,S-01,B02:S-01,safety,5,,
OF-2025-007,Deepseek,expert,expert_03,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-007,Deepseek,expert,expert_03,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-007,Qwen,automated,auto_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-007,Qwen,automated,auto_01,binary,S-01,B02:S-01,safety,5,,
OF-2025-007,Qwen,automated,auto_01,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-007,Qwen,automated,auto_01,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-007,Qwen,automated,auto_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-007,Qwen,automated,auto_02,binary,S-01,B02:S-01,safety,5,,
OF-2025-007,Qwen,automated,auto_02,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-007,Qwen,automated,auto_02,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-007,Qwen,automated,auto_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-007,Qwen,automated,auto_03,binary,S-01,B02:S-01,safety,5,,
OF-2025-007,Qwen,automated,auto_03,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-007,Qwen,automated,auto_03,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-007,Qwen,expert,expert_01,binary,S-03,B01:S-03,safety,5,,
OF-2025-007,Qwen,expert,expert_01,binary,S-01,B02:S-01,safety,5,,
OF-2025-007,Qwen,expert,expert_01,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-007,Qwen,expert,expert_01,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-007,Qwen,expert,expert_02,binary,S-03,B01:S-03,safety,5,,
OF-2025-007,Qwen,expert,expert_02,binary,S-01,B02:S-01,safety,5,,
OF-2025-007,Qwen,expert,expert_02,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-007,Qwen,expert,expert_02,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-007,Qwen,expert,expert_03,binary,S-03,B01:S-03,safety,5,,
OF-2025-007,Qwen,expert,expert_03,binary,S-01,B02:S-01,safety,5,,
OF-2025-007,Qwen,expert,expert_03,graded,E-12,G01:E-12,effectiveness,1,,
OF-2025-007,Qwen,expert,expert_03,graded,E-04,G02:E-04,effectiveness,3,,
OF-2025-008,OncoFert-LLM,automated,auto_01,binary,S-01,B01:S-01,safety,5,,
OF-2025-008,OncoFert-LLM,automated,auto_01,binary,S-03,B02:S-03,safety,5,,
OF-2025-008,OncoFert-LLM,automated,auto_01,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-008,OncoFert-LLM,automated,auto_01,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-008,OncoFert-LLM,automated,auto_02,binary,S-01,B01:S-01,safety,5,,
OF-2025-008,OncoFert-LLM,automated,auto_02,binary,S-03,B02:S-03,safety,5,,
OF-2025-008,OncoFert-LLM,automated,auto_02,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-008,OncoFert-LLM,automated,auto_02,graded,E-07,G02:E-07,effectiveness,3,,
OF-2025-008,OncoFert-LLM,automated,auto_03,binary,S-01,B01:S-01,safety,5,,
OF-2025-008,OncoFert-LLM,automated,auto_03,binary,S-03,B02:S-03,safety,5,,
OF-2025-008,OncoFert-LLM,automated,auto_03,graded,E-04,G01:E-04,effectiveness,3,,
OF-2025-008,OncoFert-LLM,automated,auto_03,graded,E-07,G02:E-07,effectiveness,3,,
